geonamesId,countryId
2804114,2921044
2804115,2921044
2804116,2921044
2804117,2921044
2804118,2921044
2804119,2921044
2804120,2921044
2804121,2921044
2804122,2921044
2804123,2921044
2804124,2921044
2804125,2921044
2804126,2921044
2804127,2921044
2804128,2921044
2804130,2921044
2804131,2921044
2804132,2921044
2804133,2921044
2804134,2921044
2804135,2921044
2804136,2921044
2804137,2921044
2804138,2921044
2804139,2921044
2804140,2921044
2804141,2921044
2804142,2921044
2804143,2921044
2804144,2921044
2804145,2921044
2804146,2921044
2804147,2921044
2804148,2921044
2804149,2921044
2804150,2921044
2804151,2921044
2804152,2921044
2804153,2921044
2804154,2921044
2804155,2921044
2804156,2921044
2804157,2921044
2804158,2921044
2804159,2921044
2804160,2921044
2804161,2921044
2804162,2921044
2804163,2921044
2804164,2921044
2804165,2921044
2804166,2921044
2804167,2921044
2804168,2921044
2804169,2921044
2804170,2921044
2804171,2921044
2804172,2921044
2804173,2921044
2804174,2921044
2804175,2921044
2804176,2921044
2804177,2921044
2804178,2921044
2804179,2921044
2804180,2921044
2804181,2921044
2804182,2921044
2804183,2921044
2804184,2921044
2804185,2921044
2804186,2921044
2804187,2921044
2804188,2921044
2804189,2921044
2804190,2921044
2804191,2921044
2804192,2921044
2804193,2921044
2804194,2921044
2804195,2921044
2804196,2921044
2804197,2921044
2804198,2921044
2804199,2921044
2804200,2921044
2804201,2921044
2804202,2921044
2804203,2921044
2804204,2921044
2804205,2921044
2804207,2921044
2804208,2921044
2804209,2921044
2804210,2921044
2804211,2921044
2804212,2921044
2804213,2921044
2804214,2921044
2804215,2921044
2804216,2921044
2804217,2921044
2804218,2921044
2804219,2921044
2804220,2921044
2804221,2921044
2804222,2921044
2804223,2921044
2804224,2921044
2804225,2921044
2804226,2921044
2804227,2921044
2804228,2921044
2804229,2921044
2804230,2921044
2804231,2921044
2804232,2921044
2804233,2921044
2804234,2921044
2804235,2921044
2804236,2921044
2804237,2921044
2804238,2921044
2804239,2921044
2804240,2921044
2804241,2921044
2804242,2921044
2804243,2921044
2804244,2921044
2804245,2921044
2804246,2921044
2804247,2921044
2804248,2921044
2804249,2921044
2804250,2921044
2804251,2921044
2804252,2921044
2804253,2921044
2804254,2921044
2804255,2921044
2804256,2921044
2804257,2921044
2804258,2921044
2804259,2921044
2804260,2921044
2804261,2921044
2804262,2921044
2804263,2921044
2804264,2921044
2804265,2921044
2804266,2921044
2804267,2921044
2804268,2921044
2804269,2921044
2804270,2921044
2804271,2921044
2804272,2921044
2804273,2921044
2804274,2921044
2804275,2921044
2804276,2921044
2804277,2921044
2804278,2921044
2804279,2921044
2804280,2921044
2804281,2921044
2804282,2921044
2804283,2921044
2804284,2921044
2804285,2921044
2804286,2921044
2804287,2921044
2804288,2921044
2804289,2921044
2804290,2921044
2804291,2921044
2804292,2921044
2804293,2921044
2804294,2921044
2804295,2921044
2804296,2921044
2804297,2921044
2804298,2921044
2804299,2921044
2804300,2921044
2804301,2921044
2804302,2921044
2804303,2921044
2804304,2921044
2804305,2921044
2804306,2921044
2804307,2921044
2804308,2921044
2804309,2921044
2804310,2921044
2804311,2921044
2804312,2921044
2804313,2921044
2804314,2921044
2804315,2921044
2804316,2921044
2804317,2921044
2804318,2921044
2804319,2921044
2804320,2921044
2804321,2921044
2804322,2921044
2804323,2921044
2804324,2921044
2804325,2921044
2804326,2921044
2804327,2921044
2804328,2921044
2804329,2921044
2804330,2921044
2804331,2921044
2804332,2921044
2804333,2921044
2804334,2921044
2804335,2921044
2804336,2921044
2804337,2921044
2804338,2921044
2804339,2921044
2804340,2921044
2804341,2921044
2804342,2921044
2804343,2921044
2804344,2921044
2804345,2921044
2804346,2921044
2804347,2921044
2804348,2921044
2804349,2921044
2804350,2921044
2804351,2921044
2804352,2921044
2804353,2921044
2804354,2921044
2804355,2921044
2804356,2921044
2804357,2921044
2804358,2921044
2804359,2921044
2804360,2921044
2804361,2921044
2804362,2921044
2804363,2921044
2804364,2921044
2804365,2921044
2804366,2921044
2804367,2921044
2804368,2921044
2804369,2921044
2804370,2921044
2804371,2921044
2804372,2921044
2804373,2921044
2804374,2921044
2804375,2921044
2804376,2921044
2804377,2921044
2804378,2921044
2804379,2921044
2804380,2921044
2804381,2921044
2804382,2921044
2804383,2921044
2804384,2921044
2804385,2921044
2804386,2921044
2804387,2921044
2804388,2921044
2804389,2921044
2804390,2921044
2804391,2921044
2804392,2921044
2804393,2921044
2804394,2921044
2804395,2921044
2804396,2921044
2804397,2921044
2804398,2921044
2804399,2921044
2804400,2921044
2804401,2921044
2804402,2921044
2804403,2921044
2804404,2921044
2804405,2921044
2804406,2921044
2804407,2921044
2804408,2921044
2804409,2921044
2804410,2921044
2804411,2921044
2804412,2921044
2804413,2921044
2804414,2921044
2804415,2921044
2804416,2921044
2804417,2921044
2804418,2921044
2804419,2921044
2804420,2921044
2804421,2921044
2804422,2921044
2804423,2921044
2804424,2921044
2804425,2921044
2804426,2921044
2804427,2921044
2804428,2921044
2804429,2921044
2804430,2921044
2804431,2921044
2804432,2921044
2804433,2921044
2804434,2921044
2804435,2921044
2804436,2921044
2804437,2921044
2804438,2921044
2804439,2921044
2804440,2921044
2804441,2921044
2804442,2921044
2804443,2921044
2804444,2921044
2804445,2921044
2804446,2921044
2804447,2921044
2804448,2921044
2804449,2921044
2804450,2921044
2804451,2921044
2804452,2921044
2804453,2921044
2804454,2921044
2804455,2921044
2804456,2921044
2804457,2921044
2804458,2921044
2804459,2921044
2804460,2921044
2804461,2921044
2804462,2921044
2804463,2921044
2804464,2921044
2804465,2921044
2804466,2921044
2804467,2921044
2804468,2921044
2804469,2921044
2804470,2921044
2804471,2921044
2804472,2921044
2804473,2921044
2804474,2921044
2804475,2921044
2804476,2921044
2804477,2921044
2804478,2921044
2804479,2921044
2804480,2921044
2804481,2921044
2804482,2921044
2804483,2921044
2804484,2921044
2804485,2921044
2804486,2921044
2804487,2921044
2804488,2921044
2804489,2921044
2804490,2921044
2804491,2921044
2804492,2921044
2804493,2921044
2804494,2921044
2804495,2921044
2804496,2921044
2804497,2921044
2804498,2921044
2804499,2921044
2804501,2921044
2804502,2921044
2804503,2921044
2804504,2921044
2804505,2921044
2804506,2921044
2804507,2921044
2804508,2921044
2804509,2921044
2804510,2921044
2804511,2921044
2804512,2921044
2804513,2921044
2804514,2921044
2804515,2921044
2804516,2921044
2804517,2921044
2804518,2921044
2804519,2921044
2804520,2921044
2804521,2921044
2804522,2921044
2804523,2921044
2804524,2921044
2804525,2921044
2804526,2921044
2804527,2921044
2804528,2921044
2804529,2921044
2804530,2921044
2804531,2921044
2804532,2921044
2804533,2921044
2804534,2921044
2804535,2921044
2804536,2921044
2804537,2921044
2804538,2921044
2804539,2921044
2804540,2921044
2804541,2921044
2804542,2921044
2804543,2921044
2804544,2921044
2804545,2921044
2804546,2921044
2804547,2921044
2804548,2921044
2804549,2921044
2804550,2921044
2804551,2921044
2804552,2921044
2804553,2921044
2804554,2921044
2804555,2921044
2804556,2921044
2804557,2921044
2804558,2921044
2804559,2921044
2804560,2921044
2804561,2921044
2804562,2921044
2804563,2921044
2804564,2921044
2804565,2921044
2804566,2921044
2804567,2921044
2804568,2921044
2804569,2921044
2804570,2921044
2804571,2921044
2804572,2921044
2804573,2921044
2804574,2921044
2804575,2921044
2804576,2921044
2804577,2921044
2804578,2921044
2804579,2921044
2804580,2921044
2804581,2921044
2804582,2921044
2804583,2921044
2804584,2921044
2804585,2921044
2804586,2921044
2804587,2921044
2804588,2921044
2804589,2921044
2804590,2921044
2804591,2921044
2804592,2921044
2804593,2921044
2804594,2921044
2804595,2921044
2804596,2921044
2804597,2921044
2804598,2921044
2804599,2921044
2804600,2921044
2804601,2921044
2804602,2921044
2804603,2921044
2804604,2921044
2804605,2921044
2804606,2921044
2804607,2921044
2804608,2921044
2804609,2921044
2804610,2921044
2804611,2921044
2804612,2921044
2804613,2921044
2804614,2921044
2804615,2921044
2804616,2921044
2804617,2921044
2804618,2921044
2804619,2921044
2804620,2921044
2804621,2921044
2804622,2921044
2804623,2921044
2804624,2921044
2804625,2921044
2804626,2921044
2804627,2921044
2804628,2921044
2804629,2921044
2804630,2921044
2804631,2921044
2804632,2921044
2804633,2921044
2804634,2921044
2804635,2921044
2804636,2921044
2804637,2921044
2804638,2921044
2804639,2921044
2804640,2921044
2804641,2921044
2804642,2921044
2804643,2921044
2804644,2921044
2804645,2921044
2804646,2921044
2804647,2921044
2804648,2921044
2804649,2921044
2804650,2921044
2804651,2921044
2804652,2921044
2804653,2921044
2804654,2921044
2804655,2921044
2804656,2921044
2804657,2921044
2804658,2921044
2804659,2921044
2804660,2921044
2804661,2921044
2804662,2921044
2804663,2921044
2804664,2921044
2804665,2921044
2804666,2921044
2804667,2921044
2804668,2921044
2804669,2921044
2804670,2921044
2804671,2921044
2804672,2921044
2804673,2921044
2804674,2921044
2804675,2921044
2804676,2921044
2804677,2921044
2804678,2921044
2804679,2921044
2804680,2921044
2804681,2921044
2804682,2921044
2804683,2921044
2804684,2921044
2804685,2921044
2804686,2921044
2804687,2921044
2804688,2921044
2804689,2921044
2804690,2921044
2804691,2921044
2804692,2921044
2804693,2921044
2804694,2921044
2804695,2921044
2804696,2921044
2804697,2921044
2804698,2921044
2804699,2921044
2804700,2921044
2804701,2921044
2804702,2921044
2804703,2921044
2804704,2921044
2804705,2921044
2804706,2921044
2804707,2921044
2804708,2921044
2804709,2921044
2804710,2921044
2804711,2921044
2804712,2921044
2804713,2921044
2804714,2921044
2804715,2921044
2804716,2921044
2804717,2921044
2804718,2921044
2804719,2921044
2804720,2921044
2804721,2921044
2804722,2921044
2804723,2921044
2804724,2921044
2804725,2921044
2804726,2921044
2804727,2921044
2804728,2921044
2804729,2921044
2804730,2921044
2804731,2921044
2804732,2921044
2804734,2921044
2804735,2921044
2804736,2921044
2804737,2921044
2804738,2921044
2804739,2921044
2804740,2921044
2804741,2921044
2804742,2921044
2804743,2921044
2804744,2921044
2804745,2921044
2804746,2921044
2804748,2921044
2804749,2921044
2804750,2921044
2804751,2921044
2804752,2921044
2804753,2921044
2804754,2921044
2804755,2921044
2804756,2921044
2804757,2921044
2804758,2921044
2804759,2921044
2804760,2921044
2804761,2921044
2804762,2921044
2804763,2921044
2804764,2921044
2804765,2921044
2804766,2921044
2804767,2921044
2804768,2921044
2804769,2921044
2804770,2921044
2804771,2921044
2804772,2921044
2804773,2921044
2804774,2921044
2804775,2921044
2804776,2921044
2804777,2921044
2804778,2921044
2804779,2921044
2804780,2921044
2804781,2921044
2804782,2921044
2804783,2921044
2804784,2921044
2804785,2921044
2804786,2921044
2804787,2921044
2804788,2921044
2804789,2921044
2804790,2921044
2804791,2921044
2804792,2921044
2804793,2921044
2804794,2921044
2804795,2921044
2804796,2921044
2804797,2921044
2804798,2921044
2804799,2921044
2804800,2921044
2804801,2921044
2804802,2921044
2804803,2921044
2804804,2921044
2804805,2921044
2804806,2921044
2804807,2921044
2804808,2921044
2804809,2921044
2804810,2921044
2804811,2921044
2804812,2921044
2804813,2921044
2804814,2921044
2804815,2921044
2804816,2921044
2804817,2921044
2804818,2921044
2804819,2921044
2804820,2921044
2804821,2921044
2804822,2921044
2804823,2921044
2804824,2921044
2804825,2921044
2804826,2921044
2804827,2921044
2804828,2921044
2804829,2921044
2804830,2921044
2804831,2921044
2804832,2921044
2804833,2921044
2804834,2921044
2804835,2921044
2804836,2921044
2804837,2921044
2804838,2921044
2804839,2921044
2804840,2921044
2804841,2921044
2804842,2921044
2804843,2921044
2804844,2921044
2804845,2921044
2804846,2921044
2804847,2921044
2804848,2921044
2804849,2921044
2804850,2921044
2804851,2921044
2804852,2921044
2804853,2921044
2804854,2921044
2804855,2921044
2804856,2921044
2804857,2921044
2804858,2921044
2804859,2921044
2804860,2921044
2804861,2921044
2804862,2921044
2804863,2921044
2804864,2921044
2804865,2921044
2804866,2921044
2804867,2921044
2804868,2921044
2804869,2921044
2804870,2921044
2804871,2921044
2804872,2921044
2804873,2921044
2804874,2921044
2804875,2921044
2804876,2921044
2804877,2921044
2804878,2921044
2804879,2921044
2804880,2921044
2804881,2921044
2804882,2921044
2804883,2921044
2804884,2921044
2804885,2921044
2804886,2921044
2804887,2921044
2804888,2921044
2804889,2921044
2804890,2921044
2804891,2921044
2804892,2921044
2804893,2921044
2804894,2921044
2804895,2921044
2804896,2921044
2804897,2921044
2804898,2921044
2804899,2921044
2804900,2921044
2804901,2921044
2804902,2921044
2804903,2921044
2804904,2921044
2804905,2921044
2804906,2921044
2804907,2921044
2804908,2921044
2804909,2921044
2804910,2921044
2804911,2921044
2804912,2921044
2804913,2921044
2804914,2921044
2804915,2921044
2804916,2921044
2804917,2921044
2804918,2921044
2804919,2921044
2804920,2921044
2804921,2921044
2804922,2921044
2804923,2921044
2804924,2921044
2804925,2921044
2804926,2921044
2804927,2921044
2804928,2921044
2804929,2921044
2804930,2921044
2804931,2921044
2804932,2921044
2804933,2921044
2804934,2921044
2804935,2921044
2804936,2921044
2804937,2921044
2804938,2921044
2804939,2921044
2804940,2921044
2804941,2921044
2804942,2921044
2804943,2921044
2804944,2921044
2804945,2921044
2804946,2921044
2804947,2921044
2804948,2921044
2804949,2921044
2804950,2921044
2804951,2921044
2804952,2921044
2804953,2921044
2804954,2921044
2804955,2921044
2804956,2921044
2804957,2921044
2804958,2921044
2804959,2921044
2804960,2921044
2804961,2921044
2804962,2921044
2804963,2921044
2804964,2921044
2804965,2921044
2804966,2921044
2804967,2921044
2804968,2921044
2804969,2921044
2804970,2921044
2804971,2921044
2804972,2921044
2804973,2921044
2804974,2921044
2804975,2921044
2804976,2921044
2804977,2921044
2804978,2921044
2804979,2921044
2804980,2921044
2804981,2921044
2804982,2921044
2804983,2921044
2804984,2921044
2804985,2921044
2804986,2921044
2804987,2921044
2804988,2921044
2804989,2921044
2804990,2921044
2804991,2921044
2804992,2921044
2804993,2921044
2804994,2921044
2804995,2921044
2804996,2921044
2804997,2921044
2804998,2921044
2804999,2921044
2805000,2921044
2805001,2921044
2805002,2921044
2805003,2921044
2805004,2921044
2805005,2921044
2805006,2921044
2805007,2921044
2805008,2921044
2805009,2921044
2805010,2921044
2805011,2921044
2805012,2921044
2805013,2921044
2805014,2921044
2805015,2921044
2805016,2921044
2805017,2921044
2805018,2921044
2805019,2921044
2805020,2921044
2805021,2921044
2805022,2921044
2805023,2921044
2805024,2921044
2805025,2921044
2805026,2921044
2805027,2921044
2805028,2921044
2805029,2921044
2805030,2921044
2805031,2921044
2805032,2921044
2805033,2921044
2805034,2921044
2805035,2921044
2805036,2921044
2805037,2921044
2805038,2921044
2805039,2921044
2805040,2921044
2805041,2921044
2805042,2921044
2805043,2921044
2805045,2921044
2805046,2921044
2805047,2921044
2805048,2921044
2805049,2921044
2805050,2921044
2805051,2921044
2805052,2921044
2805053,2921044
2805054,2921044
2805055,2921044
2805056,2921044
2805057,2921044
2805058,2921044
2805059,2921044
2805061,2921044
2805062,2921044
2805063,2921044
2805064,2921044
2805065,2921044
2805066,2921044
2805067,2921044
2805068,2921044
2805069,2921044
2805070,2921044
2805071,2921044
2805072,2921044
2805073,2921044
2805074,2921044
2805075,2921044
2805076,2921044
2805077,2921044
2805078,2921044
2805079,2921044
2805080,2921044
2805081,2921044
2805082,2921044
2805083,2921044
2805084,2921044
2805085,2921044
2805086,2921044
2805087,2921044
2805088,2921044
2805089,2921044
2805090,2921044
2805091,2921044
2805092,2921044
2805093,2921044
2805094,2921044
2805095,2921044
2805096,2921044
2805097,2921044
2805098,2921044
2805099,2921044
2805100,2921044
2805101,2921044
2805102,2921044
2805103,2921044
2805104,2921044
2805105,2921044
2805106,2921044
2805107,2921044
2805108,2921044
2805109,2921044
2805110,2921044
2805111,2921044
2805112,2921044
2805113,2921044
2805114,2921044
2805115,2921044
2805116,2921044
2805117,2921044
2805118,2921044
2805119,2921044
2805120,2921044
2805121,2921044
2805122,2921044
2805123,2921044
2805124,2921044
2805125,2921044
2805126,2921044
2805127,2921044
2805128,2921044
2805129,2921044
2805130,2921044
2805131,2921044
2805132,2921044
2805133,2921044
2805134,2921044
2805135,2921044
2805136,2921044
2805137,2921044
2805138,2921044
2805139,2921044
2805140,2921044
2805141,2921044
2805142,2921044
2805143,2921044
2805144,2921044
2805145,2921044
2805146,2921044
2805147,2921044
2805148,2921044
2805149,2921044
2805150,2921044
2805151,2921044
2805152,2921044
2805153,2921044
2805154,2921044
2805155,2921044
2805156,2921044
2805157,2921044
2805158,2921044
2805159,2921044
2805160,2921044
2805161,2921044
2805162,2921044
2805163,2921044
2805164,2921044
2805165,2921044
2805166,2921044
2805167,2921044
2805168,2921044
2805169,2921044
2805170,2921044
2805171,2921044
2805172,2921044
2805173,2921044
2805174,2921044
2805175,2921044
2805176,2921044
2805177,2921044
2805178,2921044
2805179,2921044
2805180,2921044
2805181,2921044
2805182,2921044
2805183,2921044
2805184,2921044
2805185,2921044
2805186,2921044
2805187,2921044
2805188,2921044
2805189,2921044
2805190,2921044
2805191,2921044
2805192,2921044
2805193,2921044
2805194,2921044
